dataset,naive_cost,max_cost_for_tree,greedy_cost_for_tree,optimized_cost,split,cost_by_var,tree_accuracy,use_cost_sens,cost_sens_scalar,iter
coupon_full,19.024990988826143,35,23.892706956626217,20.049261083743843,train,"{'temperature1': 8, 'time1': 5, 'age1': 8, 'income1': 4, 'Bar1': 3, 'CoffeeHouse1': 4, 'CarryAway1': 9, 'RestaurantLessThan201': 4, 'Restaurant20To501': 6}",0.5473330129745315,False,0,
coupon_full,18.99471407976934,35,23.88322921672273,20.347909658817876,test,"{'temperature1': 8, 'time1': 5, 'age1': 8, 'income1': 4, 'Bar1': 3, 'CoffeeHouse1': 4, 'CarryAway1': 9, 'RestaurantLessThan201': 4, 'Restaurant20To501': 6}",0.5473330129745315,False,0,14.0
wine_quality,15.202989771833202,22,17.59585628114346,15.202989771833202,train,"{'fixed_acidity': 4, 'volatile_acidity': 2, 'citric_acid': 5, 'residual_sugar': 4, 'chlorides': 4, 'free_sulfur_dioxide': 3, 'total_sulfur_dioxide': 7, 'density': 1, 'pH': 5, 'sulphates': 2, 'alcohol': 5}",0.6614255765199162,False,0,
wine_quality,15.165618448637316,22,17.61949685534591,15.165618448637316,test,"{'fixed_acidity': 4, 'volatile_acidity': 2, 'citric_acid': 5, 'residual_sugar': 4, 'chlorides': 4, 'free_sulfur_dioxide': 3, 'total_sulfur_dioxide': 7, 'density': 1, 'pH': 5, 'sulphates': 2, 'alcohol': 5}",0.6614255765199162,False,0,14.0
compas_complete,15.0,15,15.0,8.0,train,"{'age': 7, 'juv_fel_count': 8, 'juv_misd_count': 2, 'juvenile_crimes': 2, 'priors_count': 8}",0.63721657544957,False,0,
compas_complete,15.0,15,15.0,8.0,test,"{'age': 7, 'juv_fel_count': 8, 'juv_misd_count': 2, 'juvenile_crimes': 2, 'priors_count': 8}",0.63721657544957,False,0,14.0
wisconsin,12.2094395280236,28,18.48967551622419,11.454277286135694,train,"{'radius1': 2, 'texture1': 1, 'perimeter1': 4, 'area1': 8, 'smoothness1': 3, 'compactness1': 2, 'concavity1': 7, 'concave_points1': 9, 'symmetry1': 1, 'fractal_dimension1': 6, 'radius2': 4, 'texture2': 5, 'perimeter2': 3, 'area2': 6, 'smoothness2': 8, 'compactness2': 5, 'concavity2': 3, 'concave_points2': 3, 'symmetry2': 9, 'fractal_dimension2': 9, 'radius3': 7, 'texture3': 3, 'perimeter3': 1, 'area3': 3, 'smoothness3': 5, 'compactness3': 2, 'concavity3': 2, 'concave_points3': 4, 'symmetry3': 7, 'fractal_dimension3': 7}",0.8588235294117647,False,0,
wisconsin,11.376470588235295,28,17.176470588235293,10.83529411764706,test,"{'radius1': 2, 'texture1': 1, 'perimeter1': 4, 'area1': 8, 'smoothness1': 3, 'compactness1': 2, 'concavity1': 7, 'concave_points1': 9, 'symmetry1': 1, 'fractal_dimension1': 6, 'radius2': 4, 'texture2': 5, 'perimeter2': 3, 'area2': 6, 'smoothness2': 8, 'compactness2': 5, 'concavity2': 3, 'concave_points2': 3, 'symmetry2': 9, 'fractal_dimension2': 9, 'radius3': 7, 'texture3': 3, 'perimeter3': 1, 'area3': 3, 'smoothness3': 5, 'compactness3': 2, 'concavity3': 2, 'concave_points3': 4, 'symmetry3': 7, 'fractal_dimension3': 7}",0.8588235294117647,False,0,14.0
broward_general_2y,16.323488045007032,32,23.672292545710267,16.950773558368496,train,"{'age_at_current_charge': 8, 'age_at_first_charge': 8, 'p_charges': 6, 'p_probation': 1, 'p_juv_fel_count': 8, 'p_felprop_viol': 8, 'p_murder': 6, 'p_felassault': 1, 'p_misdeassault': 3, 'p_sex_offense': 5, 'p_weapon': 1, 'p_fta_two_year': 5, 'p_fta_two_year_plus': 1, 'p_pending_charge': 1, 'p_felony': 2, 'p_misdemeanor': 6, 'p_violence': 4, 'total_convictions': 3, 'p_arrest': 9, 'p_property': 5, 'p_traffic': 3, 'p_drug': 1, 'p_dui': 1, 'p_domestic': 2, 'p_stalking': 3, 'p_voyeurism': 1, 'p_fraud': 1, 'p_stealing': 4, 'p_trespass': 3}",0.5365168539325843,False,0,
broward_general_2y,16.151685393258425,32,23.39887640449438,16.60674157303371,test,"{'age_at_current_charge': 8, 'age_at_first_charge': 8, 'p_charges': 6, 'p_probation': 1, 'p_juv_fel_count': 8, 'p_felprop_viol': 8, 'p_murder': 6, 'p_felassault': 1, 'p_misdeassault': 3, 'p_sex_offense': 5, 'p_weapon': 1, 'p_fta_two_year': 5, 'p_fta_two_year_plus': 1, 'p_pending_charge': 1, 'p_felony': 2, 'p_misdemeanor': 6, 'p_violence': 4, 'total_convictions': 3, 'p_arrest': 9, 'p_property': 5, 'p_traffic': 3, 'p_drug': 1, 'p_dui': 1, 'p_domestic': 2, 'p_stalking': 3, 'p_voyeurism': 1, 'p_fraud': 1, 'p_stealing': 4, 'p_trespass': 3}",0.5365168539325843,False,0,14.0
