dataset,naive_cost,max_cost_for_tree,greedy_cost_for_tree,optimized_cost,split,cost_by_var,tree_accuracy,use_cost_sens,cost_sens_scalar,iter
coupon_full,16.213504745884897,24,12.113060194641355,12.258200168208578,train,"{'temperature1': 8, 'time1': 5, 'age1': 8, 'income1': 4, 'Bar1': 3, 'CoffeeHouse1': 4, 'CarryAway1': 9, 'RestaurantLessThan201': 4, 'Restaurant20To501': 6}",0.5569437770302739,False,0,
coupon_full,16.229697260932245,24,12.311388755406055,12.484382508409418,test,"{'temperature1': 8, 'time1': 5, 'age1': 8, 'income1': 4, 'Bar1': 3, 'CoffeeHouse1': 4, 'CarryAway1': 9, 'RestaurantLessThan201': 4, 'Restaurant20To501': 6}",0.5569437770302739,False,0,15.0
wine_quality,14.036191974822975,25,18.867820613690007,13.289535798583792,train,"{'fixed_acidity': 4, 'volatile_acidity': 2, 'citric_acid': 5, 'residual_sugar': 4, 'chlorides': 4, 'free_sulfur_dioxide': 3, 'total_sulfur_dioxide': 7, 'density': 1, 'pH': 5, 'sulphates': 2, 'alcohol': 5}",0.6656184486373166,False,0,
wine_quality,14.0125786163522,25,18.761006289308177,13.334381551362684,test,"{'fixed_acidity': 4, 'volatile_acidity': 2, 'citric_acid': 5, 'residual_sugar': 4, 'chlorides': 4, 'free_sulfur_dioxide': 3, 'total_sulfur_dioxide': 7, 'density': 1, 'pH': 5, 'sulphates': 2, 'alcohol': 5}",0.6656184486373166,False,0,15.0
compas_complete,15.0,15,15.0,8.0,train,"{'age': 7, 'juv_fel_count': 8, 'juv_misd_count': 2, 'juvenile_crimes': 2, 'priors_count': 8}",0.63721657544957,False,0,
compas_complete,15.0,15,15.0,8.0,test,"{'age': 7, 'juv_fel_count': 8, 'juv_misd_count': 2, 'juvenile_crimes': 2, 'priors_count': 8}",0.63721657544957,False,0,15.0
wisconsin,15.466076696165192,41,26.404129793510325,15.466076696165192,train,"{'radius1': 2, 'texture1': 1, 'perimeter1': 4, 'area1': 8, 'smoothness1': 3, 'compactness1': 2, 'concavity1': 7, 'concave_points1': 9, 'symmetry1': 1, 'fractal_dimension1': 6, 'radius2': 4, 'texture2': 5, 'perimeter2': 3, 'area2': 6, 'smoothness2': 8, 'compactness2': 5, 'concavity2': 3, 'concave_points2': 3, 'symmetry2': 9, 'fractal_dimension2': 9, 'radius3': 7, 'texture3': 3, 'perimeter3': 1, 'area3': 3, 'smoothness3': 5, 'compactness3': 2, 'concavity3': 2, 'concave_points3': 4, 'symmetry3': 7, 'fractal_dimension3': 7}",0.8588235294117647,False,0,
wisconsin,15.447058823529412,41,26.67058823529412,15.447058823529412,test,"{'radius1': 2, 'texture1': 1, 'perimeter1': 4, 'area1': 8, 'smoothness1': 3, 'compactness1': 2, 'concavity1': 7, 'concave_points1': 9, 'symmetry1': 1, 'fractal_dimension1': 6, 'radius2': 4, 'texture2': 5, 'perimeter2': 3, 'area2': 6, 'smoothness2': 8, 'compactness2': 5, 'concavity2': 3, 'concave_points2': 3, 'symmetry2': 9, 'fractal_dimension2': 9, 'radius3': 7, 'texture3': 3, 'perimeter3': 1, 'area3': 3, 'smoothness3': 5, 'compactness3': 2, 'concavity3': 2, 'concave_points3': 4, 'symmetry3': 7, 'fractal_dimension3': 7}",0.8588235294117647,False,0,15.0
broward_general_2y,17.927566807313642,36,26.935302390998594,17.930379746835442,train,"{'age_at_current_charge': 8, 'age_at_first_charge': 8, 'p_charges': 6, 'p_probation': 1, 'p_juv_fel_count': 8, 'p_felprop_viol': 8, 'p_murder': 6, 'p_felassault': 1, 'p_misdeassault': 3, 'p_sex_offense': 5, 'p_weapon': 1, 'p_fta_two_year': 5, 'p_fta_two_year_plus': 1, 'p_pending_charge': 1, 'p_felony': 2, 'p_misdemeanor': 6, 'p_violence': 4, 'total_convictions': 3, 'p_arrest': 9, 'p_property': 5, 'p_traffic': 3, 'p_drug': 1, 'p_dui': 1, 'p_domestic': 2, 'p_stalking': 3, 'p_voyeurism': 1, 'p_fraud': 1, 'p_stealing': 4, 'p_trespass': 3}",0.5449438202247191,False,0,
broward_general_2y,18.179775280898877,36,26.78370786516854,18.01123595505618,test,"{'age_at_current_charge': 8, 'age_at_first_charge': 8, 'p_charges': 6, 'p_probation': 1, 'p_juv_fel_count': 8, 'p_felprop_viol': 8, 'p_murder': 6, 'p_felassault': 1, 'p_misdeassault': 3, 'p_sex_offense': 5, 'p_weapon': 1, 'p_fta_two_year': 5, 'p_fta_two_year_plus': 1, 'p_pending_charge': 1, 'p_felony': 2, 'p_misdemeanor': 6, 'p_violence': 4, 'total_convictions': 3, 'p_arrest': 9, 'p_property': 5, 'p_traffic': 3, 'p_drug': 1, 'p_dui': 1, 'p_domestic': 2, 'p_stalking': 3, 'p_voyeurism': 1, 'p_fraud': 1, 'p_stealing': 4, 'p_trespass': 3}",0.5449438202247191,False,0,15.0
fico_complete,21.298606502986065,39,26.970139349701395,20.949568679495687,train,"{'PercentTradesWBalance': 5, 'MSinceOldestTradeOpen': 9, 'MSinceMostRecentTradeOpen': 9, 'AverageMInFile': 3, 'NumSatisfactoryTrades': 2, 'NumTrades60Ever2DerogPubRec': 6, 'NumTrades90Ever2DerogPubRec': 5, 'PercentTradesNeverDelq': 9, 'MSinceMostRecentDelq': 9, 'MaxDelq2PublicRecLast12M': 2, 'MaxDelqEver': 8, 'NumTotalTrades': 8, 'NumTradesOpeninLast12M': 2, 'PercentInstallTrades': 2, 'MSinceMostRecentInqexcl7days': 1, 'NumInqLast6M': 8, 'NumInqLast6Mexcl7days': 5, 'NetFractionRevolvingBurden': 6, 'NetFractionInstallBurden': 6, 'NumRevolvingTradesWBalance': 7, 'NumInstallTradesWBalance': 9, 'NumBank2NatlTradesWHighUtilization': 5}",0.6392572944297082,False,0,
fico_complete,21.177718832891248,39,27.06100795755968,21.050397877984086,test,"{'PercentTradesWBalance': 5, 'MSinceOldestTradeOpen': 9, 'MSinceMostRecentTradeOpen': 9, 'AverageMInFile': 3, 'NumSatisfactoryTrades': 2, 'NumTrades60Ever2DerogPubRec': 6, 'NumTrades90Ever2DerogPubRec': 5, 'PercentTradesNeverDelq': 9, 'MSinceMostRecentDelq': 9, 'MaxDelq2PublicRecLast12M': 2, 'MaxDelqEver': 8, 'NumTotalTrades': 8, 'NumTradesOpeninLast12M': 2, 'PercentInstallTrades': 2, 'MSinceMostRecentInqexcl7days': 1, 'NumInqLast6M': 8, 'NumInqLast6Mexcl7days': 5, 'NetFractionRevolvingBurden': 6, 'NetFractionInstallBurden': 6, 'NumRevolvingTradesWBalance': 7, 'NumInstallTradesWBalance': 9, 'NumBank2NatlTradesWHighUtilization': 5}",0.6392572944297082,False,0,15.0
iris_setosa,2.0,2,2.0,2.0,train,"{'sepal length': 7, 'sepal width': 6, 'petal length': 2, 'petal width': 9}",1.0,False,0,
iris_setosa,2.0,2,2.0,2.0,test,"{'sepal length': 7, 'sepal width': 6, 'petal length': 2, 'petal width': 9}",1.0,False,0,15.0
iris_versicolor,9.4625,16,11.9,9.4625,train,"{'sepal length': 8, 'sepal width': 5, 'petal length': 8, 'petal width': 3}",0.75,False,0,
iris_versicolor,9.65,16,12.4,9.65,test,"{'sepal length': 8, 'sepal width': 5, 'petal length': 8, 'petal width': 3}",0.75,False,0,15.0
iris_virginica,9.0,9,9.0,9.0,train,"{'sepal length': 1, 'sepal width': 3, 'petal length': 9, 'petal width': 7}",0.95,False,0,
iris_virginica,9.0,9,9.0,9.0,test,"{'sepal length': 1, 'sepal width': 3, 'petal length': 9, 'petal width': 7}",0.95,False,0,15.0
spiral,6.5,11,6.5,6.5,train,"{'feat1': 3, 'feat2': 8}",0.5,False,0,
spiral,6.2,11,6.2,6.2,test,"{'feat1': 3, 'feat2': 8}",0.5,False,0,15.0
tic-tac-toe,10.657250470809792,23,15.064030131826742,10.764595103578154,train,"{'Feat0_o': 2, 'Feat0_x': 8, 'Feat1_o': 7, 'Feat1_x': 8, 'Feat2_o': 6, 'Feat2_x': 1, 'Feat3_o': 2, 'Feat3_x': 4, 'Feat4_o': 6, 'Feat4_x': 1, 'Feat5_o': 6, 'Feat5_x': 1, 'Feat6_o': 8, 'Feat6_x': 1, 'Feat7_o': 4, 'Feat7_x': 1, 'Feat8_o': 4, 'Feat8_x': 5}",0.6766917293233082,False,0,
tic-tac-toe,10.977443609022556,23,15.691729323308271,11.06766917293233,test,"{'Feat0_o': 2, 'Feat0_x': 8, 'Feat1_o': 7, 'Feat1_x': 8, 'Feat2_o': 6, 'Feat2_x': 1, 'Feat3_o': 2, 'Feat3_x': 4, 'Feat4_o': 6, 'Feat4_x': 1, 'Feat5_o': 6, 'Feat5_x': 1, 'Feat6_o': 8, 'Feat6_x': 1, 'Feat7_o': 4, 'Feat7_x': 1, 'Feat8_o': 4, 'Feat8_x': 5}",0.6766917293233082,False,0,15.0
