dataset,naive_cost,max_cost_for_tree,greedy_cost_for_tree,optimized_cost,split,cost_by_var,tree_accuracy,use_cost_sens,cost_sens_scalar,iter
coupon_full,0.0,0,0.0,0.0,train,"{'temperature1': 1, 'time1': 7, 'age1': 5, 'income1': 8, 'Bar1': 8, 'CoffeeHouse1': 9, 'CarryAway1': 6, 'RestaurantLessThan201': 6, 'Restaurant20To501': 3}",0.5156174915905815,False,0.01,
coupon_full,0.0,0,0.0,0.0,test,"{'temperature1': 1, 'time1': 7, 'age1': 5, 'income1': 8, 'Bar1': 8, 'CoffeeHouse1': 9, 'CarryAway1': 6, 'RestaurantLessThan201': 6, 'Restaurant20To501': 3}",0.5156174915905815,False,0.01,22.0
wine_quality,5.0,5,5.0,5.0,train,"{'fixed_acidity': 5, 'volatile_acidity': 4, 'citric_acid': 9, 'residual_sugar': 5, 'chlorides': 7, 'free_sulfur_dioxide': 8, 'total_sulfur_dioxide': 6, 'density': 1, 'pH': 1, 'sulphates': 5, 'alcohol': 5}",0.6855345911949685,False,0.01,
wine_quality,5.0,5,5.0,5.0,test,"{'fixed_acidity': 5, 'volatile_acidity': 4, 'citric_acid': 9, 'residual_sugar': 5, 'chlorides': 7, 'free_sulfur_dioxide': 8, 'total_sulfur_dioxide': 6, 'density': 1, 'pH': 1, 'sulphates': 5, 'alcohol': 5}",0.6855345911949685,False,0.01,22.0
compas_complete,6.0,6,6.0,6.0,train,"{'age': 3, 'juv_fel_count': 7, 'juv_misd_count': 6, 'juvenile_crimes': 7, 'priors_count': 6}",0.6207974980453479,False,0.01,
compas_complete,6.0,6,6.0,6.0,test,"{'age': 3, 'juv_fel_count': 7, 'juv_misd_count': 6, 'juvenile_crimes': 7, 'priors_count': 6}",0.6207974980453479,False,0.01,22.0
wisconsin,4.277286135693215,15,5.67551622418879,5.144542772861357,train,"{'radius1': 3, 'texture1': 1, 'perimeter1': 5, 'area1': 4, 'smoothness1': 1, 'compactness1': 3, 'concavity1': 8, 'concave_points1': 4, 'symmetry1': 4, 'fractal_dimension1': 5, 'radius2': 7, 'texture2': 6, 'perimeter2': 2, 'area2': 1, 'smoothness2': 3, 'compactness2': 1, 'concavity2': 6, 'concave_points2': 6, 'symmetry2': 4, 'fractal_dimension2': 8, 'radius3': 1, 'texture3': 4, 'perimeter3': 4, 'area3': 8, 'smoothness3': 4, 'compactness3': 6, 'concavity3': 3, 'concave_points3': 9, 'symmetry3': 3, 'fractal_dimension3': 1}",0.9294117647058824,False,0.01,
wisconsin,4.117647058823529,15,5.411764705882353,5.035294117647059,test,"{'radius1': 3, 'texture1': 1, 'perimeter1': 5, 'area1': 4, 'smoothness1': 1, 'compactness1': 3, 'concavity1': 8, 'concave_points1': 4, 'symmetry1': 4, 'fractal_dimension1': 5, 'radius2': 7, 'texture2': 6, 'perimeter2': 2, 'area2': 1, 'smoothness2': 3, 'compactness2': 1, 'concavity2': 6, 'concave_points2': 6, 'symmetry2': 4, 'fractal_dimension2': 8, 'radius3': 1, 'texture3': 4, 'perimeter3': 4, 'area3': 8, 'smoothness3': 4, 'compactness3': 6, 'concavity3': 3, 'concave_points3': 9, 'symmetry3': 3, 'fractal_dimension3': 1}",0.9294117647058824,False,0.01,22.0
broward_general_2y,3.351617440225035,12,3.351617440225035,3.351617440225035,train,"{'age_at_current_charge': 8, 'age_at_first_charge': 9, 'p_charges': 7, 'p_probation': 2, 'p_juv_fel_count': 9, 'p_felprop_viol': 4, 'p_murder': 4, 'p_felassault': 5, 'p_misdeassault': 3, 'p_sex_offense': 2, 'p_weapon': 2, 'p_fta_two_year': 3, 'p_fta_two_year_plus': 7, 'p_pending_charge': 1, 'p_felony': 8, 'p_misdemeanor': 4, 'p_violence': 6, 'total_convictions': 3, 'p_arrest': 9, 'p_property': 5, 'p_traffic': 7, 'p_drug': 8, 'p_dui': 3, 'p_domestic': 8, 'p_stalking': 2, 'p_fraud': 2, 'p_stealing': 3, 'p_trespass': 5}",0.598314606741573,False,0.01,
broward_general_2y,3.109550561797753,12,3.109550561797753,3.109550561797753,test,"{'age_at_current_charge': 8, 'age_at_first_charge': 9, 'p_charges': 7, 'p_probation': 2, 'p_juv_fel_count': 9, 'p_felprop_viol': 4, 'p_murder': 4, 'p_felassault': 5, 'p_misdeassault': 3, 'p_sex_offense': 2, 'p_weapon': 2, 'p_fta_two_year': 3, 'p_fta_two_year_plus': 7, 'p_pending_charge': 1, 'p_felony': 8, 'p_misdemeanor': 4, 'p_violence': 6, 'total_convictions': 3, 'p_arrest': 9, 'p_property': 5, 'p_traffic': 7, 'p_drug': 8, 'p_dui': 3, 'p_domestic': 8, 'p_stalking': 2, 'p_fraud': 2, 'p_stealing': 3, 'p_trespass': 5}",0.598314606741573,False,0.01,22.0
fico_complete,3.648971466489715,7,4.157266091572661,4.197743861977439,train,"{'PercentTradesWBalance': 8, 'MSinceOldestTradeOpen': 4, 'MSinceMostRecentTradeOpen': 1, 'AverageMInFile': 4, 'NumSatisfactoryTrades': 4, 'NumTrades60Ever2DerogPubRec': 9, 'NumTrades90Ever2DerogPubRec': 3, 'PercentTradesNeverDelq': 6, 'MSinceMostRecentDelq': 8, 'MaxDelq2PublicRecLast12M': 1, 'MaxDelqEver': 7, 'NumTotalTrades': 7, 'NumTradesOpeninLast12M': 4, 'PercentInstallTrades': 7, 'MSinceMostRecentInqexcl7days': 9, 'NumInqLast6M': 4, 'NumInqLast6Mexcl7days': 2, 'NetFractionRevolvingBurden': 2, 'NetFractionInstallBurden': 5, 'NumRevolvingTradesWBalance': 2, 'NumInstallTradesWBalance': 3, 'NumBank2NatlTradesWHighUtilization': 4}",0.623342175066313,False,0.01,
