dataset,naive_cost,max_cost_for_tree,greedy_cost_for_tree,optimized_cost,split,cost_by_var,tree_accuracy,use_cost_sens,cost_sens_scalar,tree_depth,iter
fico_complete,10.652519893899203,22,13.50132625994695,10.875331564986737,test,"{'PercentTradesWBalance': 7, 'MSinceOldestTradeOpen': 1, 'MSinceMostRecentTradeOpen': 1, 'AverageMInFile': 6, 'NumSatisfactoryTrades': 1, 'NumTrades60Ever2DerogPubRec': 7, 'NumTrades90Ever2DerogPubRec': 6, 'PercentTradesNeverDelq': 3, 'MSinceMostRecentDelq': 5, 'MaxDelq2PublicRecLast12M': 4, 'MaxDelqEver': 7, 'NumTotalTrades': 2, 'NumTradesOpeninLast12M': 1, 'PercentInstallTrades': 9, 'MSinceMostRecentInqexcl7days': 9, 'NumInqLast6M': 8, 'NumInqLast6Mexcl7days': 2, 'NetFractionRevolvingBurden': 6, 'NetFractionInstallBurden': 1, 'NumRevolvingTradesWBalance': 8, 'NumInstallTradesWBalance': 9, 'NumBank2NatlTradesWHighUtilization': 6}",0.649867374005305,False,0.001,3,0.0
iris_setosa,1.0,1,1.0,1.0,train,"{'sepal length': 1, 'sepal width': 5, 'petal length': 1, 'petal width': 4}",1.0,False,0.001,3,
iris_setosa,1.0,1,1.0,1.0,test,"{'sepal length': 1, 'sepal width': 5, 'petal length': 1, 'petal width': 4}",1.0,False,0.001,3,0.0
iris_versicolor,6.55,9,7.0,7.0,train,"{'sepal length': 9, 'sepal width': 5, 'petal length': 5, 'petal width': 4}",0.8,False,0.001,3,
iris_versicolor,6.2,9,6.75,6.75,test,"{'sepal length': 9, 'sepal width': 5, 'petal length': 5, 'petal width': 4}",0.8,False,0.001,3,0.0
iris_virginica,3.475,9,3.475,3.475,train,"{'sepal length': 4, 'sepal width': 6, 'petal length': 3, 'petal width': 2}",0.95,False,0.001,3,
iris_virginica,4.0,9,4.0,4.0,test,"{'sepal length': 4, 'sepal width': 6, 'petal length': 3, 'petal width': 2}",0.95,False,0.001,3,0.0
spiral,1.0,1,1.0,1.0,train,"{'feat1': 7, 'feat2': 1}",0.55,False,0.001,3,
spiral,1.0,1,1.0,1.0,test,"{'feat1': 7, 'feat2': 1}",0.55,False,0.001,3,0.0
tic-tac-toe,12.775894538606403,29,18.440677966101696,13.242937853107344,train,"{'Feat0_o': 2, 'Feat0_x': 6, 'Feat1_o': 8, 'Feat1_x': 7, 'Feat2_o': 9, 'Feat2_x': 3, 'Feat3_o': 1, 'Feat3_x': 9, 'Feat4_o': 7, 'Feat4_x': 1, 'Feat5_o': 9, 'Feat5_x': 3, 'Feat6_o': 5, 'Feat6_x': 9, 'Feat7_o': 3, 'Feat7_x': 3, 'Feat8_o': 3, 'Feat8_x': 8}",0.7218045112781954,False,0.001,3,
tic-tac-toe,12.81203007518797,29,19.270676691729324,12.977443609022556,test,"{'Feat0_o': 2, 'Feat0_x': 6, 'Feat1_o': 8, 'Feat1_x': 7, 'Feat2_o': 9, 'Feat2_x': 3, 'Feat3_o': 1, 'Feat3_x': 9, 'Feat4_o': 7, 'Feat4_x': 1, 'Feat5_o': 9, 'Feat5_x': 3, 'Feat6_o': 5, 'Feat6_x': 9, 'Feat7_o': 3, 'Feat7_x': 3, 'Feat8_o': 3, 'Feat8_x': 8}",0.7218045112781954,False,0.001,3,0.0
